Date,Building,Occupancy,Temperature_C,Electricity_kWh,Water_Liters,Waste_kg,Paper_kg
2026-05-11,Library,245,29.0,353.7,6666.6,22.0,6.3
2026-05-11,Canteen,311,30.8,457.3,9248.4,37.1,8.9
2026-05-11,Hostel,391,27.2,608.6,11821.1,50.6,12.8
2026-05-12,Admin Block,264,27.9,365.1,7900.6,21.2,5.7
2026-05-12,Engineering Block,349,27.9,534.3,12199.2,47.8,8.9
2026-05-12,Computer Lab,414,28.0,592.5,13040.3,66.9,8.9
2026-05-12,Library,194,29.0,282.8,7314.9,32.5,5.9
2026-05-12,Canteen,276,28.6,425.9,9249.1,39.1,8.6
2026-05-12,Hostel,403,25.1,504.1,11318.5,57.5,11.2
2026-05-13,Admin Block,251,24.4,422.3,7339.2,34.0,7.8
2026-05-13,Engineering Block,316,27.3,529.1,13157.4,49.8,12.1
2026-05-13,Computer Lab,445,30.2,562.7,14073.8,50.9,13.5
2026-05-13,Library,215,20.5,288.7,7260.1,28.3,6.9
2026-05-13,Canteen,256,24.8,414.8,9220.5,37.8,9.7
2026-05-13,Hostel,347,30.0,571.6,11163.1,46.2,10.9
2026-05-14,Admin Block,303,30.9,285.0,5973.2,37.9,6.6
2026-05-14,Engineering Block,390,26.2,533.0,12220.0,48.2,9.6
2026-05-14,Computer Lab,403,30.7,608.3,13808.1,54.5,10.0
2026-05-14,Library,277,27.1,285.8,7102.2,31.2,5.5
2026-05-14,Canteen,285,28.9,439.5,7812.6,48.6,8.1
2026-05-14,Hostel,397,24.6,529.8,11988.0,60.0,10.2
2026-05-15,Admin Block,260,26.9,328.3,7620.4,39.3,4.5
2026-05-15,Engineering Block,304,22.8,464.1,10712.5,40.8,9.2
2026-05-15,Computer Lab,332,25.7,645.5,13082.3,55.6,10.4
2026-05-15,Library,154,25.4,303.5,7094.3,31.9,6.8
2026-05-15,Canteen,260,29.1,417.9,9089.2,48.7,6.1
2026-05-15,Hostel,368,32.9,512.7,11861.6,50.3,10.6
2026-05-16,Admin Block,72,30.9,238.7,4254.4,12.7,3.8
2026-05-16,Engineering Block,161,27.9,389.2,6213.2,21.0,5.8
2026-05-16,Computer Lab,174,25.2,277.8,6719.2,34.1,7.1
2026-05-16,Library,132,25.5,144.6,4004.8,13.7,3.0
2026-05-16,Canteen,172,27.9,250.2,6251.3,21.7,6.0
2026-05-16,Hostel,226,24.3,253.5,6330.2,25.7,5.9
2026-05-17,Admin Block,150,33.0,230.0,4024.3,9.2,3.8
2026-05-17,Engineering Block,193,29.6,393.0,7117.4,30.6,4.4
2026-05-17,Computer Lab,203,28.7,302.0,7478.3,32.3,5.1
2026-05-17,Library,156,29.3,104.4,3914.6,18.4,4.5
2026-05-17,Canteen,145,31.6,261.4,4226.2,15.4,5.9
2026-05-17,Hostel,249,30.0,387.9,7673.8,33.2,4.9
2026-05-18,Admin Block,294,30.7,344.6,7515.6,35.5,4.7
2026-05-18,Engineering Block,375,25.9,532.8,11255.9,48.7,9.2
2026-05-18,Computer Lab,397,35.0,686.3,13375.4,56.3,12.6
2026-05-18,Library,247,26.3,305.1,5810.7,35.2,8.5
2026-05-18,Canteen,288,22.2,445.4,8772.3,37.2,9.0
2026-05-18,Hostel,385,27.4,530.2,12446.8,51.3,9.5
2026-05-19,Admin Block,222,30.1,351.8,6671.2,37.0,3.5
2026-05-19,Engineering Block,335,27.0,526.7,11760.1,53.9,9.3
2026-05-19,Computer Lab,423,29.6,528.1,14510.4,50.6,12.1
2026-05-19,Library,221,29.9,298.9,7402.7,22.5,5.9
2026-05-19,Canteen,266,26.8,443.6,9950.4,38.1,9.2
2026-05-19,Hostel,378,26.1,543.2,12135.3,49.8,11.4
2026-05-20,Admin Block,242,23.9,267.7,7966.0,29.4,7.1
2026-05-20,Engineering Block,378,24.9,449.5,12698.4,51.5,9.6
2026-05-20,Computer Lab,370,27.4,543.8,13584.2,52.3,12.9
2026-05-20,Library,193,25.7,287.3,5019.3,28.3,5.8
2026-05-20,Canteen,314,23.0,470.3,10023.4,46.5,8.2
2026-05-20,Hostel,412,24.3,583.1,11998.7,46.4,9.5
2026-05-21,Admin Block,234,26.4,363.8,6474.6,23.3,8.4
2026-05-21,Engineering Block,382,25.6,515.0,12292.7,51.9,10.3
2026-05-21,Computer Lab,441,26.7,596.4,13353.4,56.3,11.2
2026-05-21,Library,210,29.1,271.2,7331.2,24.9,5.7
2026-05-21,Canteen,275,30.1,340.5,9874.1,36.8,9.7
2026-05-21,Hostel,360,28.8,650.4,12059.7,58.1,10.9
2026-05-22,Admin Block,248,29.2,394.9,7274.4,28.8,6.0
2026-05-22,Engineering Block,354,28.3,556.5,12338.1,45.0,9.2
2026-05-22,Computer Lab,352,35.5,639.5,13231.9,49.3,11.6
2026-05-22,Library,225,28.2,363.6,8387.7,25.4,4.8
2026-05-22,Canteen,255,34.1,496.8,9106.9,39.5,7.3
2026-05-22,Hostel,408,27.8,549.1,12875.7,52.9,10.6
2026-05-23,Admin Block,129,31.5,284.9,4589.6,21.7,3.5
2026-05-23,Engineering Block,168,31.1,311.2,5261.3,25.0,5.5
2026-05-23,Computer Lab,203,33.7,376.0,8045.6,31.8,6.5
2026-05-23,Library,81,29.0,181.8,2684.4,12.8,2.9
2026-05-23,Canteen,171,30.5,223.0,5515.8,21.6,1.1
2026-05-23,Hostel,190,32.5,253.6,6765.2,35.8,5.1
2026-05-24,Admin Block,128,24.8,261.3,4149.8,18.3,5.3
2026-05-24,Engineering Block,216,26.2,257.2,6747.7,24.9,3.0
2026-05-24,Computer Lab,219,24.3,396.7,7347.9,27.0,5.6
2026-05-24,Library,48,25.5,214.7,4858.7,17.7,3.2
2026-05-24,Canteen,142,25.9,325.7,4943.3,31.2,6.2
2026-05-24,Hostel,146,26.9,279.6,6420.1,27.3,9.6
2026-05-25,Admin Block,196,29.7,386.2,7459.0,32.4,5.5
2026-05-25,Engineering Block,354,30.6,547.3,11860.6,55.7,11.2
2026-05-25,Computer Lab,405,25.3,563.0,13042.2,57.8,11.1
2026-05-25,Library,175,25.2,230.4,6482.3,21.8,4.8
2026-05-25,Canteen,272,24.7,435.1,9761.1,37.3,7.7
2026-05-25,Hostel,395,26.7,521.7,13192.7,57.4,11.6
2026-05-26,Admin Block,266,22.7,402.9,8064.8,38.2,7.2
2026-05-26,Engineering Block,352,28.1,540.4,11277.4,53.2,8.2
2026-05-26,Computer Lab,384,35.5,597.6,12924.9,52.1,12.0
2026-05-26,Library,182,28.4,354.1,6215.8,32.1,7.0
2026-05-26,Canteen,322,29.4,579.3,10215.4,42.5,7.2
2026-05-26,Hostel,373,33.6,658.0,13265.9,56.4,9.4
2026-05-27,Admin Block,251,25.0,275.1,7890.5,35.6,7.8
2026-05-27,Engineering Block,368,30.7,488.6,11491.8,42.9,7.7
2026-05-27,Computer Lab,428,26.6,633.9,14020.4,54.4,12.3
2026-05-27,Library,184,23.1,309.5,6373.9,26.6,8.4
2026-05-27,Canteen,232,30.2,391.4,9670.4,40.1,8.7
2026-05-27,Hostel,343,26.6,598.3,13306.0,54.2,9.8
2026-05-28,Admin Block,245,36.8,387.9,8655.2,29.8,6.7
2026-05-28,Engineering Block,372,30.3,497.1,11053.8,54.2,11.6
2026-05-28,Computer Lab,455,34.8,629.4,13232.7,64.0,12.5
2026-05-28,Library,173,25.7,328.6,6509.8,28.2,7.3
2026-05-28,Canteen,312,33.3,360.1,9644.7,43.9,6.4
2026-05-28,Hostel,354,26.3,556.5,13268.1,61.5,9.9
2026-05-29,Admin Block,252,30.8,379.7,7999.3,34.7,8.8
2026-05-29,Engineering Block,389,25.6,550.9,12245.0,51.6,11.5
2026-05-29,Computer Lab,409,29.6,610.6,11893.1,56.4,10.8
2026-05-29,Library,166,33.6,356.8,6570.6,25.6,6.4
2026-05-29,Canteen,320,26.4,422.7,10084.2,32.3,8.2
2026-05-29,Hostel,361,28.6,541.0,12334.5,61.2,10.5
2026-05-30,Admin Block,138,35.4,199.7,5433.5,18.3,5.9
2026-05-30,Engineering Block,219,30.0,296.7,6035.4,28.1,6.6
2026-05-30,Computer Lab,221,28.0,323.2,7888.1,36.6,5.6
2026-05-30,Library,90,30.2,254.1,4362.9,9.8,3.0
2026-05-30,Canteen,124,28.1,312.9,4051.3,14.0,3.5
2026-05-30,Hostel,217,31.0,343.7,7591.2,21.4,7.4
2026-05-31,Admin Block,117,31.3,150.6,4152.2,18.8,5.1
2026-05-31,Engineering Block,137,29.1,247.7,6359.6,29.2,7.1
2026-05-31,Computer Lab,202,32.0,409.7,6079.9,33.4,7.5
2026-05-31,Library,105,25.1,210.0,2913.3,15.0,3.3
2026-05-31,Canteen,182,27.0,370.98,11193.630000000001,70.72,8.030000000000001
2026-05-31,Hostel,154,30.0,271.7,7174.2,23.6,5.2
2026-06-01,Admin Block,213,28.8,369.8,7859.4,32.3,5.2
2026-06-01,Engineering Block,376,28.8,578.6,11140.0,42.7,10.1
2026-06-01,Computer Lab,448,29.5,595.8,12834.3,65.6,10.4
2026-06-01,Library,182,30.8,240.8,7498.5,31.4,7.1
2026-06-01,Canteen,305,28.5,382.4,9354.0,36.2,8.8
2026-06-01,Hostel,405,33.7,598.2,13066.0,52.3,10.3
2026-06-02,Admin Block,250,27.8,363.9,7040.2,29.3,7.5
2026-06-02,Engineering Block,382,25.8,546.0,11283.7,50.1,11.8
2026-06-02,Computer Lab,431,31.5,697.6,12857.5,52.8,10.8
2026-06-02,Library,199,21.5,294.7,6401.0,32.5,6.4
2026-06-02,Canteen,264,30.9,471.2,8740.4,37.4,5.6
2026-06-02,Hostel,338,26.6,559.9,11515.5,49.6,9.4
2026-06-03,Admin Block,239,30.4,379.0,7683.0,26.0,6.0
2026-06-03,Engineering Block,336,27.7,525.8,12326.6,52.6,8.9
2026-06-03,Computer Lab,426,31.0,573.7,13841.8,56.4,9.9
2026-06-03,Library,223,29.7,310.2,6850.7,26.3,6.7
2026-06-03,Canteen,284,29.5,449.8,8589.5,36.1,5.6
2026-06-03,Hostel,396,25.1,557.3,12661.1,56.1,9.4
2026-06-04,Admin Block,231,34.3,451.7,8276.8,34.3,5.5
2026-06-04,Engineering Block,376,28.5,550.5,11188.7,49.1,10.3
2026-06-04,Computer Lab,411,30.6,582.5,12341.9,64.1,14.6
2026-06-04,Library,223,24.8,269.2,7205.9,35.6,4.5
2026-06-04,Canteen,281,29.6,473.0,9101.7,33.0,9.0
2026-06-04,Hostel,416,28.7,582.2,12211.6,50.1,12.1
2026-06-05,Admin Block,247,30.6,429.2,7029.4,30.7,6.9
2026-06-05,Engineering Block,331,31.5,527.3,10729.9,49.1,10.3
2026-06-05,Computer Lab,435,30.3,628.3,13543.2,56.5,10.8
2026-06-05,Library,218,27.9,390.2,7722.4,32.3,6.5
2026-06-05,Canteen,282,25.0,408.3,9395.9,41.1,8.8
2026-06-05,Hostel,409,26.8,526.6,13428.1,57.2,10.4
2026-06-06,Admin Block,124,28.7,202.5,4491.2,29.4,3.9
2026-06-06,Engineering Block,216,23.6,260.3,7224.7,29.5,1.0
2026-06-06,Computer Lab,245,35.1,269.5,8350.6,19.2,7.5
2026-06-06,Library,114,21.5,187.3,4486.0,17.7,4.0
2026-06-06,Canteen,142,23.0,261.0,6203.3,26.8,2.2
2026-06-06,Hostel,154,26.3,235.9,6540.7,29.5,4.3
2026-06-07,Admin Block,155,30.9,184.1,4226.9,10.0,3.3
2026-06-07,Engineering Block,193,29.5,314.9,6469.8,25.9,5.9
2026-06-07,Computer Lab,256,28.7,351.2,7297.0,29.1,7.0
2026-06-07,Library,94,30.2,186.7,3440.4,14.1,2.7
2026-06-07,Canteen,99,30.2,258.5,5403.3,18.2,6.8
2026-06-07,Hostel,194,26.2,262.5,5585.0,35.7,7.6
2026-06-08,Admin Block,255,26.1,427.4,7526.4,32.2,8.5
2026-06-08,Engineering Block,374,36.0,562.7,11331.9,47.1,7.9
2026-06-08,Computer Lab,393,32.7,642.9,13138.2,51.8,11.9
2026-06-08,Library,243,30.4,330.4,6457.0,34.0,2.2
2026-06-08,Canteen,299,37.2,392.8,9258.1,40.4,7.7
2026-06-08,Hostel,413,30.5,577.1,13023.2,53.9,14.7
2026-06-09,Admin Block,239,29.6,281.1,7321.8,38.1,5.1
2026-06-09,Engineering Block,275,29.1,589.0,11122.5,45.9,7.9
2026-06-09,Computer Lab,418,31.1,530.2,13987.4,60.4,13.0
2026-06-09,Library,228,31.1,348.8,7464.5,21.5,4.2
2026-06-09,Canteen,260,28.6,448.1,9431.0,44.5,9.6
2026-06-09,Hostel,346,29.8,529.6,12047.6,53.6,6.8
2026-06-10,Admin Block,318,30.8,335.5,9322.8,33.4,6.9
2026-06-10,Engineering Block,333,34.3,540.8,11482.2,54.2,10.8
2026-06-10,Computer Lab,401,32.6,729.8,13371.3,57.1,11.8
2026-06-10,Library,253,27.1,298.8,6025.7,25.0,5.4
2026-06-10,Canteen,284,34.7,476.1,8747.1,36.8,9.9
2026-06-10,Hostel,416,29.1,545.4,13251.2,49.4,11.3
2026-06-11,Admin Block,313,29.7,323.5,8311.7,32.7,5.1
2026-06-11,Engineering Block,375,32.6,525.6,11349.8,45.5,9.9
2026-06-11,Computer Lab,383,25.8,676.9,13378.2,58.7,12.7
2026-06-11,Library,234,27.7,325.7,6755.1,31.8,6.4
2026-06-11,Canteen,272,24.7,424.6,9147.2,31.3,8.9
2026-06-11,Hostel,410,37.1,575.7,12139.8,48.8,11.1
2026-06-12,Admin Block,241,26.4,339.0,6398.9,37.2,5.8
2026-06-12,Engineering Block,349,24.4,486.8,11283.3,49.2,10.7
2026-06-12,Computer Lab,453,31.3,654.3,14365.0,60.4,11.6
2026-06-12,Library,243,32.4,359.1,6029.5,26.3,5.7
2026-06-12,Canteen,313,28.9,482.8,10339.9,46.2,9.7
2026-06-12,Hostel,340,30.5,542.9,11068.1,50.7,12.5
2026-06-13,Admin Block,144,35.5,232.8,5875.1,19.2,3.7
2026-06-13,Engineering Block,148,32.6,286.2,5665.4,31.7,7.0
2026-06-13,Computer Lab,261,27.8,331.5,7404.1,35.6,8.3
2026-06-13,Library,127,35.3,243.6,3650.4,20.1,5.3
2026-06-13,Canteen,227,32.8,258.4,5350.1,26.4,6.5
2026-06-13,Hostel,222,30.5,324.6,6638.9,28.7,6.1
2026-06-14,Admin Block,188,28.2,201.7,3941.5,22.8,5.4
2026-06-14,Engineering Block,249,29.7,324.4,6491.2,30.9,5.9
2026-06-14,Computer Lab,223,29.4,359.7,7061.8,30.1,8.4
2026-06-14,Library,209,25.1,110.9,3590.9,18.0,4.4
2026-06-14,Canteen,177,29.6,269.8,4791.1,21.5,4.5
2026-06-14,Hostel,151,25.3,253.6,6993.7,28.8,6.7
2026-06-15,Admin Block,169,24.3,371.8,5518.9,36.7,4.6
2026-06-15,Engineering Block,380,26.2,564.4,13705.3,39.8,11.0
2026-06-15,Computer Lab,339,30.4,598.6,12939.4,50.9,12.6
2026-06-15,Library,157,33.0,313.6,5633.3,35.1,5.9
2026-06-15,Canteen,352,32.9,409.7,9624.8,42.3,10.1
2026-06-15,Hostel,392,29.6,558.1,12367.1,59.2,10.9
2026-06-16,Admin Block,220,27.2,324.8,6668.6,29.1,8.5
2026-06-16,Engineering Block,343,31.3,423.5,11804.4,48.3,9.5
2026-06-16,Computer Lab,409,27.4,501.8,13804.5,57.8,11.2
2026-06-16,Library,174,24.3,314.1,7678.7,29.3,4.3
2026-06-16,Canteen,293,28.8,470.2,9779.4,26.9,8.9
2026-06-16,Hostel,341,24.5,542.5,12412.1,44.6,11.7
2026-06-17,Admin Block,260,29.2,317.7,7143.4,38.1,4.9
2026-06-17,Engineering Block,388,28.5,520.9,10549.7,49.5,10.9
2026-06-17,Computer Lab,356,30.6,612.6,12521.6,59.2,9.0
2026-06-17,Library,220,34.2,401.0,7113.4,28.1,5.2
2026-06-17,Canteen,275,30.7,401.6,9787.3,49.5,8.2
2026-06-17,Hostel,329,24.7,585.9,12046.2,55.7,10.2
2026-06-18,Admin Block,263,28.5,321.3,7534.4,28.2,9.1
2026-06-18,Engineering Block,347,31.1,510.2,10771.2,48.1,11.4
2026-06-18,Computer Lab,384,26.2,600.2,13404.4,63.5,12.0
2026-06-18,Library,230,31.3,274.2,6283.8,24.9,4.4
2026-06-18,Canteen,313,29.9,438.7,7799.7,50.1,7.2
2026-06-18,Hostel,448,24.4,514.4,11248.1,56.3,9.6
2026-06-19,Admin Block,196,24.6,377.0,7922.5,40.1,5.9
2026-06-19,Engineering Block,358,24.9,497.9,11172.8,51.5,11.3
2026-06-19,Computer Lab,437,26.3,638.5,13316.3,56.0,10.8
2026-06-19,Library,188,34.6,351.4,6813.5,27.5,8.9
2026-06-19,Canteen,331,26.7,411.6,9435.7,41.9,7.4
2026-06-19,Hostel,392,33.6,522.0,11666.7,51.1,10.4
2026-06-20,Admin Block,198,32.2,255.8,4382.2,18.5,2.0
2026-06-20,Engineering Block,220,30.6,359.6,6309.0,27.1,5.8
2026-06-20,Computer Lab,252,24.3,357.1,7384.7,27.1,3.9
2026-06-20,Library,109,33.6,272.7,3944.0,24.8,3.2
2026-06-20,Canteen,190,27.6,215.8,4865.6,13.6,6.1
2026-06-20,Hostel,184,26.4,254.9,6529.2,36.5,8.5
2026-06-21,Admin Block,70,27.9,151.7,4556.4,17.9,2.9
2026-06-21,Engineering Block,195,27.5,363.5,6676.5,30.2,2.4
2026-06-21,Computer Lab,219,35.7,421.1,6032.4,29.6,5.0
2026-06-21,Library,174,29.8,149.4,4060.2,5.8,2.0
2026-06-21,Canteen,158,31.7,166.0,4898.2,26.6,2.8
2026-06-21,Hostel,215,29.2,394.9,6667.4,28.5,7.0
2026-06-22,Admin Block,187,28.3,333.0,7324.7,35.5,7.4
2026-06-22,Engineering Block,324,29.4,595.5,10799.6,49.3,9.9
2026-06-22,Computer Lab,400,23.8,652.5,12656.7,61.1,10.9
2026-06-22,Library,186,32.9,376.4,6825.6,32.1,5.7
2026-06-22,Canteen,285,26.9,465.3,8894.3,46.8,7.9
2026-06-22,Hostel,377,31.4,574.5,12131.4,52.8,11.9
2026-06-23,Admin Block,210,28.6,355.1,8092.0,31.8,8.9
2026-06-23,Engineering Block,345,28.2,516.5,10589.2,44.5,9.5
2026-06-23,Computer Lab,442,28.9,580.8,14167.2,64.5,13.1
2026-06-23,Library,178,27.4,394.0,6806.7,27.2,6.9
2026-06-23,Canteen,321,27.2,435.6,10127.3,35.8,8.3
2026-06-23,Hostel,337,25.9,528.8,12435.1,50.5,10.1
2026-06-24,Admin Block,235,25.3,362.3,8390.4,32.5,6.5
2026-06-24,Engineering Block,364,22.5,537.2,13556.2,49.0,10.0
2026-06-24,Computer Lab,429,34.3,665.4,11903.9,59.8,14.7
2026-06-24,Library,229,25.3,317.7,6072.6,35.3,4.9
2026-06-24,Canteen,288,26.3,398.0,10326.0,40.7,7.6
2026-06-24,Hostel,336,23.0,494.7,12192.8,56.3,10.2
2026-06-25,Admin Block,288,26.7,337.2,7218.3,38.7,9.3
2026-06-25,Engineering Block,289,27.9,580.1,10224.5,50.3,11.6
2026-06-25,Computer Lab,405,30.8,688.5,14451.5,56.3,11.0
2026-06-25,Library,175,32.1,267.1,6470.8,28.8,5.4
2026-06-25,Canteen,295,37.2,455.2,9112.0,44.9,8.5
2026-06-25,Hostel,427,29.5,555.6,11415.6,46.9,8.7
2026-06-26,Admin Block,247,24.6,398.5,7734.7,32.1,5.7
2026-06-26,Engineering Block,372,26.4,473.6,12352.4,51.4,9.8
2026-06-26,Computer Lab,425,29.0,620.2,12754.0,66.4,10.9
2026-06-26,Library,262,28.4,352.2,7547.2,35.7,5.0
2026-06-26,Canteen,323,34.9,441.0,9557.6,38.7,7.8
2026-06-26,Hostel,436,25.8,511.4,13667.1,57.2,13.4
2026-06-27,Admin Block,112,29.4,173.8,4217.1,9.7,4.5
2026-06-27,Engineering Block,204,28.8,277.9,5784.4,30.6,4.2
2026-06-27,Computer Lab,239,35.6,427.9,6354.7,29.1,6.9
2026-06-27,Library,111,24.5,184.5,3716.5,24.6,3.0
2026-06-27,Canteen,198,24.9,183.6,5815.1,28.0,3.4
2026-06-27,Hostel,208,24.6,294.9,7326.0,27.2,5.7
2026-06-28,Admin Block,89,26.9,273.9,4056.4,12.6,3.3
2026-06-28,Engineering Block,137,25.8,346.2,5938.4,34.2,5.5
2026-06-28,Computer Lab,220,31.1,225.0,7371.2,30.9,8.2
2026-06-28,Library,148,25.4,224.5,3737.5,12.8,3.5
2026-06-28,Canteen,150,33.9,276.4,5239.7,26.0,5.8
2026-06-28,Hostel,234,33.5,360.2,7021.0,35.4,5.9
2026-06-29,Admin Block,235,34.5,448.2,7649.7,30.8,8.5
2026-06-29,Engineering Block,379,30.0,516.0,11830.6,49.9,9.3
2026-06-29,Computer Lab,407,29.8,588.9,13782.5,62.5,12.8
2026-06-29,Library,198,31.4,329.9,5946.8,32.0,6.2
2026-06-29,Canteen,376,33.7,480.5,9962.0,43.1,7.0
2026-06-29,Hostel,316,26.2,553.1,10651.4,49.0,10.6
